id;availableForScheduling;category;delivery_fee;delivery_time;distance;minimumOrderValue;price_range;rating
106430;False;Açaí;14.49;23;6.1;10.0;CHEAPEST;4.823.170.185.089.110
106431;False;Lanches;12.49;42;5.5;15.0;CHEAP;484.443.998.336.792
106432;False;Bebidas;12.99;52;5.65;20.0;MODERATE;47.692.298.889.160.100
106433;False;Doces & Bolos;9.49;27;4.84;10.0;CHEAPEST;4.909.679.889.678.950
106434;False;Saudável;5.99;30;2.99;10.0;CHEAPEST;4.814.430.236.816.400
106435;False;Brasileira;8.49;28;3.44;10.0;MODERATE;4.622.640.132.904.050
106436;False;Padaria;7.49;29;3.83;10.0;CHEAP;4.368.420.124.053.950
106437;False;Doces & Bolos;4.99;80;4.86;15.0;CHEAPEST;4.920.000.076.293.940
106438;False;Açaí;14.49;24;6.09;10.0;CHEAPEST;4.836.209.774.017.330
106439;False;Mercado;14.99;64;6.7;30.0;EXPENSIVE;4.072.850.227.355.950
106440;False;Açaí;12.49;22;5.48;10.0;CHEAPEST;4.515.629.768.371.580
106441;False;Padaria;9.49;24;4.82;10.0;CHEAPEST;4.213.240.146.636.960
106442;False;Carnes;10.49;45;4.2;10.0;MODERATE;4.727.270.126.342.770
106443;False;Pizza;10.0;70;4.63;0.0;EXPENSIVE;4.761.899.948.120.110
106444;False;Saudável;13.49;21;5.87;10.0;CHEAPEST;4.808.040.142.059.320
106445;False;Sorvetes;9.49;21;4.63;10.0;CHEAPEST;4.913.790.225.982.660
106446;False;Marmita;6.49;32;3.13;10.0;CHEAPEST;3.928.570.032.119.750
106447;False;Doces & Bolos;14.49;26;6.55;10.0;CHEAPEST;4.742.859.840.393.060
106448;False;Saudável;15.49;50;6.87;10.0;CHEAPEST;4.588.240.146.636.960
106449;False;Pizza;9.49;35;4.46;20.0;MODERATE;4.928.569.793.701.170
106450;False;Japonesa;7.49;45;3.38;20.0;CHEAPEST;4.372.879.981.994.620
106451;False;Sorvetes;8.49;36;3.8;10.0;MODERATE;4.607.140.064.239.500
106452;False;Doces & Bolos;14.49;49;6.86;10.0;CHEAPEST;4.870.369.911.193.840
106453;False;Mercado;10.99;47;4.84;30.0;CHEAPEST;4.278.689.861.297.600
106454;False;Lanches;6.99;50;2.2;20.0;EXPENSIVE;46.734.700.202.941.800
106455;False;Lanches;12.49;34;5.92;10.0;CHEAPEST;4.0
106456;False;Pizza;14.49;46;6.08;20.0;CHEAP;4.428.569.793.701.170
106457;False;Brasileira;12.49;56;5.47;20.0;CHEAPEST;3.0
106458;False;Brasileira;5.99;30;2.5;20.0;EXPENSIVE;4.0
106459;False;Doces & Bolos;14.49;36;6.55;10.0;CHEAPEST;49.130.401.611.328.100
106460;False;Lanches;6.49;20;2.48;15.0;MODERATE;4.688.739.776.611.320
106461;False;Lanches;7.49;36;3.12;20.0;CHEAP;46.837.801.933.288.500
106462;False;Lanches;8.9;48;3.46;0.0;CHEAP;39.108.901.023.864.700
106463;False;Lanches;8.0;80;2.51;15.0;CHEAP;4.459.849.834.442.130
106464;False;Chinesa;9.5;35;3.62;15.0;MODERATE;4.623.740.196.228.020
106465;False;Brasileira;8.49;32;3.12;20.0;MODERATE;4.507.689.952.850.340
106466;False;Salgados;6.49;24;2.5;10.0;CHEAP;4.776.120.185.852.050
106467;False;Lanches;3.99;37;0.65;10.0;CHEAPEST;4.486.159.801.483.150
106468;False;Japonesa;8.0;50;2.51;19.9;MODERATE;46.582.298.278.808.500
106469;False;Japonesa;7.0;60;2.1;0.0;EXPENSIVE;467.156.982.421.875
106470;False;Brasileira;3.99;34;1.69;20.0;CHEAPEST;4.680.170.059.204.100
106471;False;Brasileira;7.0;60;2.16;10.0;MODERATE;44.548.001.289.367.600
106472;False;Carnes;7.0;60;2.19;14.0;MODERATE;4.336.460.113.525.390
106473;False;Doces & Bolos;8.0;55;2.5;15.0;CHEAP;4.491.529.941.558.830
106474;False;Japonesa;4.99;65;2.56;15.0;MODERATE;4.647.910.118.103.020
106475;False;Lanches;6.49;39;2.5;20.0;CHEAPEST;4.746.970.176.696.770
106476;False;Lanches;6.0;25;2.42;0.0;CHEAP;430.732.011.795.044
106477;False;Japonesa;5.0;50;1.66;10.0;CHEAP;3.800.849.914.550.780
106478;False;Marmita;9.49;32;4.93;10.0;CHEAPEST;4.910.709.857.940.670
106479;False;Brasileira;16.49;39;6.2;20.0;EXPENSIVE;4.743.589.878.082.270
106480;False;Lanches;8.5;40;4.27;20.0;CHEAPEST;4.692.309.856.414.790
106481;False;Padaria;15.49;45;6.8;10.0;CHEAP;4.765.309.810.638.420
106482;False;Açaí;12.99;52;5.98;15.0;CHEAP;4.263.160.228.729.240
106484;False;Lanches;14.49;38;6.18;20.0;CHEAP;4.672.410.011.291.500
106485;False;Lanches;13.49;45;5.77;10.0;CHEAPEST;4.246.749.877.929.680
106486;False;Açaí;5.49;24;2.23;10.0;CHEAPEST;5.0
106487;False;Saudável;15.99;50;6.76;35.0;MOST_EXPENSIVE;5.0
106488;False;Bebidas;15.0;60;5.95;20.0;MODERATE;4.888.889.789.581.290
106489;False;Açaí;9.0;40;4.0;15.0;CHEAPEST;4.949.999.809.265.130
106490;False;Brasileira;6.49;40;1.51;20.0;MODERATE;4.416.669.845.581.050
106491;False;Cafeteria;12.99;43;5.18;10.0;CHEAPEST;4.594.059.944.152.830
106492;False;Pizza;3.0;40;2.77;19.99;CHEAPEST;4.722.219.944.000.240
106493;False;Açaí;4.49;11;1.06;10.0;CHEAPEST;4.789.470.195.770.260
106494;False;Pizza;13.99;56;6.5;12.0;CHEAPEST;4.528.709.888.458.250
106495;False;Sorvetes;5.49;34;2.76;10.0;CHEAP;4.966.479.778.289.790
106497;False;Carnes;9.49;33;3.33;20.0;MODERATE;4.696.969.985.961.910
106498;False;Lanches;11.49;48;5.17;10.0;CHEAPEST;4.447.189.807.891.840
106499;False;Salgados;12.99;52;5.12;15.0;CHEAPEST;4.007.430.076.599.120
106500;False;Salgados;6.49;14;2.34;20.0;CHEAPEST;4.805.970.191.955.560
106501;False;Saudável;0.0;60;3.66;25.0;MODERATE;445.304.012.298.584
106502;False;Doces & Bolos;9.0;24;1.52;0.0;MODERATE;49.375
106503;False;Brasileira;0.0;25;3.34;35.0;MODERATE;4.056.340.217.590.330
106504;False;Saudável;7.99;49;4.08;15.0;MODERATE;4.642.340.183.258.050
106506;False;Doces & Bolos;8.99;20;3.64;15.0;CHEAP;4.690.720.081.329.340
106507;False;Lanches;13.49;19;5.65;20.0;CHEAPEST;4.885.900.020.599.360
106508;False;Lanches;15.9;60;5.89;15.0;EXPENSIVE;4.718.920.230.865.470
106509;False;Pizza;12.99;52;5.41;0.0;CHEAP;4.159.570.217.132.560
106510;False;Sorvetes;5.49;16;1.69;20.0;MODERATE;47.704.901.695.251.400
106511;False;Pizza;9.99;42;2.86;20.0;CHEAP;4.761.189.937.591.550
106512;False;Variada;8.0;30;3.02;20.0;CHEAP;4.509.089.946.746.820
106513;False;Italiana;14.49;41;5.34;20.0;MOST_EXPENSIVE;4.536.419.868.469.230
106514;False;Lanches;13.49;47;5.5;20.0;CHEAPEST;4.746.769.905.090.330
106515;False;Pastel;7.49;28;3.67;10.0;CHEAPEST;4.582.779.884.338.370
106516;False;Pizza;7.0;60;6.09;20.0;CHEAP;4.486.760.139.465.330
106517;False;Açaí;4.49;18;1.91;10.0;CHEAPEST;4.628.870.010.375.970
106518;False;Açaí;5.49;28;1.66;10.0;CHEAP;4.964.290.142.059.320
106519;False;Hambúrguer;11.9;55;5.48;20.0;MODERATE;4.371.729.850.769.040
106520;False;Brasileira;0.0;55;3.55;9.5;CHEAPEST;3.869.570.016.860.960
106521;False;Lanches;14.0;50;5.64;25.0;EXPENSIVE;42.186.498.641.967.700
106522;False;Vegetariana;17.0;30;5.69;10.0;MODERATE;4.772.729.873.657.220
106523;False;Salgados;6.49;33;3.02;10.0;CHEAP;471.999.979.019.165
106524;False;Padaria;12.49;63;5.85;10.0;CHEAP;4.748.960.018.157.950
106525;False;Padaria;9.49;55;4.41;10.0;CHEAP;4.379.310.131.072.990
106526;False;Brasileira;9.49;38;3.51;20.0;CHEAP;4.523.809.909.820.550
106527;False;Doces & Bolos;5.49;14;2.41;10.0;CHEAPEST;4.800.000.190.734.860
106528;False;Açaí;13.49;19;5.57;10.0;CHEAP;4.827.030.181.884.760
106529;False;Sorvetes;11.49;19;5.29;10.0;CHEAPEST;4.886.079.788.208.000
106530;False;Chinesa;12.99;49;4.54;15.0;MODERATE;4.698.279.857.635.490
106531;False;Lanches;11.9;45;5.94;25.0;MODERATE;435.483.980.178.833
106532;False;Salgados;12.49;34;5.01;10.0;CHEAP;4.656.859.874.725.340
106533;False;Saudável;13.49;53;5.97;10.0;CHEAP;4.669.950.008.392.330
106534;False;Cafeteria;12.49;32;4.79;10.0;EXPENSIVE;4.639.530.181.884.760
106535;False;Açaí;13.99;56;6.55;18.0;CHEAPEST;4.630.499.839.782.710
106536;False;Salgados;9.49;40;4.0;10.0;MODERATE;4.829.269.886.016.840
106537;False;Contemporânea;17.49;37;6.65;20.0;MOST_EXPENSIVE;4.459.020.137.786.860
106538;False;Variada;8.49;32;3.25;20.0;EXPENSIVE;4.604.650.020.599.360
106539;False;Doces & Bolos;14.49;21;6.1;10.0;CHEAP;4.928.989.887.237.540
106540;False;Japonesa;12.0;80;6.39;20.0;MODERATE;4.739.729.881.286.620
106541;False;Japonesa;15.49;50;5.85;20.0;EXPENSIVE;4.457.520.008.087.150
106543;False;Pizza;8.0;50;3.91;35.0;MODERATE;4.354.169.845.581.050
106544;False;Brasileira;6.49;33;2.12;10.0;CHEAPEST;38.674.700.260.162.300
106545;False;Pizza;6.99;48;3.19;20.0;EXPENSIVE;4.752.379.894.256.590
106546;False;Lanches;10.99;46;3.52;15.0;CHEAPEST;46.461.501.121.521
106547;False;Sorvetes;9.99;35;4.06;20.0;MODERATE;494.871.997.833.252
106548;False;Açaí;12.99;49;4.75;20.0;CHEAPEST;4.911.109.924.316.400
106549;False;Variada;12.49;68;5.56;10.0;CHEAPEST;4.533.329.963.684.080
106550;False;Saudável;12.5;30;5.15;29.9;CHEAP;4.602.739.810.943.600
106551;False;Pizza;12.99;49;4.16;20.0;CHEAPEST;4.453.129.768.371.580
106552;False;Mercado;12.99;23;6.77;10.0;MODERATE;475.832.986.831.665
106553;False;Brasileira;9.49;45;3.17;20.0;EXPENSIVE;4.880.000.114.440.910
106554;False;Bebidas;13.49;23;5.02;10.0;MODERATE;4.755.559.921.264.640
106555;False;Salgados;10.0;60;4.1;15.0;CHEAP;4.528.570.175.170.890
106556;False;Saudável;8.99;32;4.55;10.0;CHEAPEST;4.663.549.900.054.930
106557;False;Variada;0.0;20;2.85;10.0;CHEAPEST;15.724.600.553.512.500
106558;False;Lanches;5.49;41;2.01;10.0;CHEAPEST;4.923.079.967.498.770
106559;False;Italiana;13.49;45;6.43;10.0;MODERATE;4.464.290.142.059.320
106560;False;Lanches;11.49;36;5.14;20.0;CHEAPEST;4.590.909.957.885.740
106561;False;Variada;9.49;33;4.42;10.0;CHEAPEST;25.999.999.046.325.600
106562;False;Lanches;4.49;28;1.64;20.0;CHEAP;4.761.899.948.120.110
106563;False;Lanches;0.0;30;2.77;15.0;CHEAPEST;4.513.510.227.203.360
106564;False;Brasileira;13.49;44;5.6;10.0;CHEAPEST;4.066.669.940.948.480
106565;False;Pizza;10.0;45;3.51;26.0;CHEAPEST;3.400.000.095.367.430
106566;False;Doces & Bolos;9.49;41;4.65;10.0;CHEAPEST;4.702.700.138.092.040
106567;False;Mercado;11.99;36;5.4;20.0;CHEAP;5.0
106568;False;Saudável;5.49;29;2.5;10.0;CHEAPEST;3.400.000.095.367.430
106569;False;Pizza;12.99;52;5.72;1.0;CHEAPEST;4.0
106570;False;Açaí;5.49;30;2.53;10.0;CHEAPEST;4.428.569.793.701.170
106571;False;Bebidas;15.49;36;6.07;10.0;CHEAPEST;4.826.089.859.008.780
106572;False;Lanches;5.49;33;2.95;10.0;CHEAPEST;5.0
106573;False;Lanches;3.99;24;0.26;20.0;CHEAPEST;3.777.780.055.999.750
106574;False;Pastel;7.0;70;3.48;15.0;CHEAP;4.397.130.012.512.200
106575;False;Japonesa;6.49;47;2.47;20.0;CHEAP;4.629.010.200.500.480
106576;False;Japonesa;7.99;70;3.2;20.0;MODERATE;4.534.120.082.855.220
106577;False;Hambúrguer;7.9;28;3.8;19.9;EXPENSIVE;4.354.690.074.920.650
106578;False;Brasileira;7.49;50;3.33;20.0;CHEAPEST;4.206.349.849.700.920
106579;False;Pizza;6.49;34;2.5;20.0;CHEAP;446.642.017.364.502
106580;False;Pizza;4.0;30;1.83;10.0;MODERATE;463.401.985.168.457
106581;False;Japonesa;5.9;55;3.94;10.0;MODERATE;4.264.120.101.928.710
106582;False;Carnes;5.0;50;1.39;10.0;MODERATE;4.224.599.838.256.830
106583;False;Brasileira;9.49;40;3.79;10.0;MODERATE;4.810.579.776.763.910
106584;False;Brasileira;8.0;35;2.25;25.0;EXPENSIVE;46.599.998.474.121.000
106585;False;Padaria;9.49;55;4.37;10.0;MODERATE;4.677.070.140.838.620
106586;False;Brasileira;7.0;70;2.19;10.0;MODERATE;372.184.991.836.548
106587;False;Doces & Bolos;14.49;57;6.3;10.0;CHEAPEST;4.862.070.083.618.160
106588;False;Brasileira;10.49;37;4.19;10.0;MODERATE;4.416.669.845.581.050
106589;False;Brasileira;12.99;49;4.54;29.0;CHEAP;4.400.000.095.367.430
106590;False;Carnes;6.49;40;2.97;20.0;MODERATE;4.466.100.215.911.860
106591;False;Açaí;14.49;23;6.1;10.0;CHEAPEST;4.742.109.775.543.210
106592;False;Açaí;6.49;18;2.13;10.0;CHEAPEST;48.476.600.646.972.600
106593;False;Doces & Bolos;10.49;39;4.82;10.0;MODERATE;4.690.100.193.023.680
106594;False;Salgados;12.49;42;5.56;10.0;CHEAP;4.820.000.171.661.370
106595;False;Japonesa;8.0;60;4.36;18.0;EXPENSIVE;4.75
106596;False;Saudável;6.49;29;2.27;10.0;MODERATE;4.720.930.099.487.300
106597;False;Lanches;0.0;65;3.18;19.95;CHEAPEST;4.306.819.915.771.480
106598;False;Brasileira;5.49;19;2.3;10.0;CHEAP;4.691.490.173.339.840
106599;False;Padaria;9.0;60;3.46;30.0;CHEAP;47.006.797.790.527.300
106600;False;Saudável;9.49;42;4.06;10.0;CHEAP;4.527.269.840.240.470
106601;False;Açaí;6.49;24;2.49;10.0;CHEAP;4.943.399.906.158.440
106602;False;Açaí;13.49;23;6.1;10.0;CHEAPEST;4.785.329.818.725.580
106603;False;Italiana;8.5;50;2.98;20.0;CHEAPEST;4.551.469.802.856.440
106604;False;Pizza;14.0;40;5.18;30.0;MOST_EXPENSIVE;4.663.269.996.643.060
106605;False;Árabe;14.49;36;5.6;20.0;MODERATE;48.963.398.933.410.600
106606;False;Lanches;13.0;65;7.18;0.0;CHEAPEST;4.473.050.117.492.670
106607;False;Sorvetes;5.49;16;2.69;10.0;CHEAPEST;4.883.120.059.967.040
106608;False;Brasileira;16.49;38;6.26;10.0;MOST_EXPENSIVE;44.626.898.765.563.900
106609;False;Carnes;13.49;32;5.5;10.0;CHEAP;4.702.700.138.092.040
106610;False;Brasileira;7.49;39;2.15;20.0;CHEAP;39.763.801.097.869.800
106611;False;Doces & Bolos;3.99;15;0.64;10.0;CHEAPEST;4.929.409.980.773.920
106612;False;Lanches;0.0;25;3.96;20.0;CHEAP;4.757.279.872.894.280
106613;False;Brasileira;10.49;41;4.12;20.0;MODERATE;4.573.530.197.143.550
106614;False;Lanches;13.49;42;6.18;10.0;CHEAP;4.941.669.940.948.480
106615;False;Padaria;8.49;35;4.2;10.0;CHEAPEST;4.667.910.099.029.540
106616;False;Brasileira;10.49;21;4.57;20.0;CHEAP;4.916.669.845.581.050
106617;False;Saudável;13.99;56;6.41;15.0;MODERATE;4.772.950.172.424.310
106618;False;Brasileira;8.99;26;4.43;20.0;CHEAPEST;4.799.069.881.439.200
106619;False;Carnes;15.49;35;6.11;10.0;MODERATE;4.677.420.139.312.740
106620;False;Lanches;14.49;28;5.98;20.0;CHEAPEST;45.660.400.390.625
106621;False;Brasileira;15.49;51;6.87;10.0;CHEAPEST;459.503.984.451.294
106623;False;Japonesa;15.49;55;6.02;20.0;EXPENSIVE;4.107.140.064.239.500
106624;False;Doces & Bolos;7.49;40;3.56;10.0;CHEAP;4.727.270.126.342.770
106625;False;Doces & Bolos;11.49;26;4.72;10.0;CHEAP;4.531.909.942.626.950
106626;False;Marmita;6.49;32;3.43;10.0;CHEAPEST;4.583.069.801.330.560
106627;False;Hambúrguer;14.49;32;5.6;20.0;MODERATE;4.634.620.189.666.740
106628;False;Açaí;13.49;19;5.77;10.0;CHEAP;4.785.709.857.940.670
106629;False;Árabe;6.0;60;5.64;22.0;CHEAP;4.611.649.990.081.780
106630;False;Lanches;13.49;44;6.14;10.0;CHEAPEST;4.527.870.178.222.650
106631;False;Mexicana;15.49;53;5.63;20.0;EXPENSIVE;4.557.380.199.432.370
106632;False;Carnes;14.49;55;5.5;20.0;MODERATE;4.159.239.768.981.930
106633;False;Vegetariana;7.49;42;3.02;10.0;MODERATE;4.945.950.031.280.510
106634;False;Saudável;14.49;35;6.1;10.0;MODERATE;4.827.159.881.591.790
106635;False;Doces & Bolos;6.49;25;2.13;10.0;CHEAP;4.608.699.798.583.980
106636;False;Brasileira;8.0;60;4.77;20.0;CHEAP;4.375
106637;False;Pizza;5.99;28;1.66;20.0;CHEAPEST;4.676.770.210.266.110
106638;False;Hambúrguer;12.99;44;5.6;20.0;CHEAP;4.5
106639;False;Açaí;13.49;32;6.05;10.0;CHEAPEST;4.523.809.909.820.550
106640;False;Doces & Bolos;6.49;42;3.15;10.0;CHEAPEST;4.967.740.058.898.920
106641;False;Sorvetes;14.0;50;6.1;5.0;CHEAP;4.368.420.124.053.950
106642;False;Doces & Bolos;7.49;22;3.25;10.0;MODERATE;5.0
106643;False;Asiática;15.0;65;5.33;30.0;EXPENSIVE;4.849.999.904.632.560
106644;False;Saudável;7.49;36;2.95;10.0;CHEAPEST;4.785.709.857.940.670
106645;False;Casa de Sucos;5.49;24;2.03;10.0;CHEAPEST;4.836.730.003.356.930
106646;False;Padaria;10.9;40;6.02;20.0;MODERATE;38.085.100.650.787.300
106647;False;Mercado;12.99;57;5.17;30.0;CHEAP;4.608.699.798.583.980
106649;False;Brasileira;10.49;53;4.23;20.0;CHEAP;4.315.380.096.435.540
106650;False;Padaria;11.49;23;5.2;10.0;CHEAPEST;4.857.140.064.239.500
106651;False;Açaí;7.49;24;3.31;10.0;CHEAP;4.638.889.789.581.290
106652;False;Lanches;8.99;41;4.2;20.0;CHEAPEST;5.0
106655;False;Brasileira;6.99;52;5.92;10.0;CHEAPEST;4.673.079.967.498.770
106656;False;Sorvetes;13.49;23;6.1;10.0;CHEAPEST;48.909.101.486.206.000
106657;False;Lanches;12.99;41;5.6;10.0;CHEAPEST;4.666.669.845.581.050
106658;False;Doces & Bolos;9.49;31;4.61;10.0;CHEAPEST;4.722.219.944.000.240
106659;False;Açaí;12.49;44;5.17;10.0;CHEAPEST;5.0
106660;False;Pizza;12.99;52;5.74;20.0;EXPENSIVE;4.555.560.111.999.510
106662;False;Brasileira;14.49;32;5.1;20.0;MODERATE;4.384.620.189.666.740
106663;False;Açaí;12.49;33;5.9;10.0;CHEAPEST;49.032.301.902.771
106664;False;Mercado;12.99;26;5.01;10.0;CHEAPEST;4.809.519.767.761.230
106665;False;Açaí;4.49;36;1.54;10.0;CHEAPEST;4.666.669.845.581.050
106666;False;Lanches;7.0;60;2.37;0.0;MODERATE;36.042.799.949.646
106667;False;Lanches;0.0;40;3.66;20.0;CHEAP;4.654.660.224.914.550
106668;False;Lanches;7.49;40;3.12;20.0;CHEAP;47.761.502.265.930.100
106669;False;Pizza;9.0;35;3.59;15.0;MODERATE;4.197.120.189.666.740
106670;False;Brasileira;6.0;50;1.98;0.0;EXPENSIVE;46.578.898.429.870.600
106671;False;Padaria;9.49;49;4.12;20.0;CHEAP;4.595.149.993.896.480
106672;False;Sorvetes;4.49;14;1.89;10.0;CHEAP;4.948.860.168.457.030
106673;False;Pizza;14.0;80;4.04;15.0;EXPENSIVE;4.554.140.090.942.380
106674;False;Lanches;13.49;38;5.24;20.0;MODERATE;469.966.983.795.166
106675;False;Japonesa;5.9;55;3.86;15.0;CHEAP;42.979.397.773.742.600
106677;False;Saudável;6.99;50;4.5;27.0;MODERATE;456.794.023.513.794
106678;False;Carnes;14.49;43;5.6;20.0;MODERATE;4.777.780.055.999.750
106679;False;Lanches;14.49;54;5.09;20.0;EXPENSIVE;4.480.000.019.073.480
106680;False;Lanches;13.49;37;6.27;10.0;CHEAPEST;4.678.569.793.701.170
106681;False;Cafeteria;13.99;56;6.45;10.0;CHEAPEST;4.956.520.080.566.400
106682;False;Padaria;10.49;28;4.54;10.0;MODERATE;49.512.200.355.529.700
106683;False;Lanches;10.49;38;4.59;10.0;CHEAP;4.466.670.036.315.910
106684;False;Pizza;12.0;30;5.72;25.0;MODERATE;4.847.219.944.000.240
106685;False;Tapioca;9.49;30;4.58;10.0;CHEAPEST;4.517.240.047.454.830
106686;False;Bebidas;5.49;19;1.68;10.0;MODERATE;48.518.500.328.063.900
106687;False;Brasileira;8.49;29;2.99;20.0;MOST_EXPENSIVE;4.666.669.845.581.050
106688;False;Pastel;14.49;33;6.07;10.0;CHEAPEST;4.671.639.919.281.000
106689;False;Padaria;13.49;38;5.64;10.0;CHEAPEST;4.679.490.089.416.500
106692;False;Salgados;6.49;26;2.07;20.0;CHEAP;5.0
106693;False;Açaí;13.49;32;6.19;10.0;MODERATE;4.857.140.064.239.500
106696;False;Brasileira;6.9;55;5.24;24.89;CHEAP;4.609.429.836.273.190
106697;False;Doces & Bolos;0.0;42;2.5;20.0;CHEAP;4.758.820.056.915.280
106698;False;Saudável;9.0;50;3.23;10.0;CHEAPEST;4.628.320.217.132.560
106699;False;Carnes;11.49;38;4.49;10.0;EXPENSIVE;4.679.609.775.543.210
106700;False;Cozinha Rápida;9.45;50;4.64;20.0;CHEAP;45.625
106701;False;Saudável;5.0;50;3.95;25.0;CHEAP;4.533.329.963.684.080
106702;False;Padaria;9.49;45;4.31;10.0;CHEAP;4.475.900.173.187.250
106703;False;Pizza;6.9;60;5.32;19.89;MODERATE;4.612.549.781.799.310
106704;False;Saudável;11.49;50;4.26;10.0;EXPENSIVE;4.539.470.195.770.260
106705;False;Lanches;8.49;59;4.2;15.0;CHEAP;4.690.279.960.632.320
106706;False;Açaí;5.49;17;2.01;10.0;CHEAPEST;4.886.489.868.164.060
106707;False;Japonesa;9.5;35;4.72;15.0;MODERATE;45.612.897.872.924.800
106708;False;Marmita;5.49;41;2.92;10.0;CHEAPEST;4.185.190.200.805.660
106709;False;Padaria;7.0;55;3.26;12.0;CHEAPEST;4.25
106710;False;Padaria;6.9;85;4.17;15.0;CHEAPEST;4.5
106711;False;Padaria;11.0;40;5.42;30.0;MODERATE;4.527.900.218.963.620
106712;False;Açaí;14.49;29;6.41;10.0;CHEAP;4.884.260.177.612.300
106713;False;Sorvetes;8.49;18;3.56;10.0;CHEAP;4.746.840.000.152.580
106714;False;Doces & Bolos;7.49;21;3.9;10.0;CHEAPEST;4.303.030.014.038.080
106715;False;Italiana;13.49;53;6.24;10.0;CHEAPEST;4.451.980.113.983.150
106716;False;Variada;8.0;45;3.17;15.0;CHEAP;345.455.002.784.729
106717;False;Japonesa;15.9;78;5.47;25.0;EXPENSIVE;4.523.809.909.820.550
106719;False;Doces & Bolos;3.99;14;0.64;10.0;CHEAPEST;4.864.580.154.418.940
106720;False;Brasileira;7.49;46;3.2;10.0;MODERATE;4.555.560.111.999.510
106721;False;Saudável;12.99;52;5.94;15.0;MODERATE;4.177.780.151.367.180
106722;False;Brasileira;10.0;50;3.53;29.0;MODERATE;476.230.001.449.585
106723;False;Lanches;5.49;31;1.49;20.0;MODERATE;4.760.000.228.881.830
106724;False;Saudável;13.49;31;5.28;10.0;MODERATE;4.636.360.168.457.030
106725;False;Carnes;9.0;40;3.45;0.0;EXPENSIVE;4.433.070.182.800.290
106726;False;Lanches;11.0;45;4.36;15.0;MODERATE;4.623.119.831.085.200
106727;False;Doces & Bolos;13.49;46;6.41;10.0;CHEAPEST;4.820.690.155.029.290
106728;False;Pizza;13.99;56;6.32;30.0;MODERATE;46.594.200.134.277.300
106729;False;Lanches;10.99;46;3.32;10.0;CHEAPEST;455.102.014.541.626
106730;False;Doces & Bolos;11.49;18;5.2;10.0;CHEAPEST;4.631.579.875.946.040
106731;False;Doces & Bolos;7.49;16;3.21;10.0;CHEAPEST;4.986.110.210.418.700
106732;False;Pizza;8.0;40;3.48;5.0;CHEAP;3.769.229.888.916.010
106733;False;Lanches;12.99;52;5.1;10.0;MODERATE;4.733.329.772.949.210
106734;False;Lanches;15.49;39;6.87;20.0;CHEAP;4.75
106735;False;Açaí;0.0;45;2.22;14.0;CHEAPEST;3.929.579.973.220.820
106736;False;Brasileira;11.49;41;4.15;20.0;MOST_EXPENSIVE;4.826.089.859.008.780
106737;False;Brasileira;9.49;34;3.28;20.0;EXPENSIVE;4.645.830.154.418.940
106739;False;Açaí;12.49;32;5.61;10.0;CHEAP;4.740.739.822.387.690
106740;False;Brasileira;9.49;46;3.4;20.0;EXPENSIVE;4.509.799.957.275.390
106741;False;Carnes;9.9;90;6.4;20.0;CHEAPEST;40.399.999.618.530.200
106742;False;Brasileira;7.0;60;2.4;10.0;CHEAPEST;3.898.550.033.569.330
106743;False;Lanches;4.49;36;1.51;20.0;CHEAP;41.578.898.429.870.600
106744;False;Cafeteria;9.49;49;4.74;20.0;MODERATE;4.773.809.909.820.550
106745;False;Doces & Bolos;6.0;50;4.42;19.9;MODERATE;4.913.579.940.795.890
106746;False;Doces & Bolos;12.49;22;5.38;10.0;CHEAP;4.806.449.890.136.710
106747;False;Doces & Bolos;10.9;50;4.1;15.0;CHEAP;4.214.290.142.059.320
106748;False;Saudável;0.0;60;3.66;35.0;CHEAPEST;43.675.198.554.992.600
106750;False;Japonesa;5.9;45;4.0;25.0;CHEAPEST;4.827.270.030.975.340
106751;False;Sorvetes;12.49;34;5.94;20.0;CHEAP;4.802.820.205.688.470
106752;False;Lanches;9.99;49;4.16;14.0;CHEAPEST;4.904.759.883.880.610
106753;False;Lanches;12.99;38;5.62;10.0;CHEAPEST;4.803.569.793.701.170
106754;False;Salgados;12.99;40;6.43;10.0;CHEAPEST;4.594.200.134.277.340
106755;False;Carnes;10.49;30;4.13;20.0;EXPENSIVE;46.847.801.208.496.000
106756;False;Doces & Bolos;9.9;50;5.94;30.0;CHEAPEST;39.344.298.839.569.000
106757;False;Brasileira;10.49;45;3.62;20.0;MODERATE;4.5
106758;False;Brasileira;14.49;48;5.85;20.0;EXPENSIVE;41.864.399.909.973.100
106759;False;Lanches;8.49;29;4.1;10.0;CHEAPEST;4.325.930.118.560.790
106760;False;Doces & Bolos;11.49;28;5.21;10.0;CHEAPEST;4.857.140.064.239.500
106761;False;Doces & Bolos;12.49;29;5.52;10.0;CHEAPEST;4.857.140.064.239.500
106762;False;Cafeteria;15.49;39;6.14;10.0;MODERATE;4.363.639.831.542.960
106763;False;Brasileira;10.0;60;3.08;20.0;CHEAPEST;36.842.100.620.269.700
106764;False;Bebidas;8.0;30;3.9;15.0;MODERATE;5.0
106765;False;Brasileira;6.99;28;3.28;10.0;CHEAP;4.727.749.824.523.920
106766;False;Saudável;6.9;50;3.87;25.0;MODERATE;4.363.110.065.460.200
106767;False;Saudável;6.49;34;2.2;10.0;CHEAP;48.494.601.249.694.800
106768;False;Brasileira;0.0;55;2.51;15.0;CHEAPEST;354.458.999.633.789
